ax,ay,az,gx,gy,gz,label,subject
0.098336860537529,-0.3417789936065674,-0.12917637825012207,-36.17330680669659,-40.765000513980624,-56.76248175778231,forearm_rotation,u05
0.07415282726287843,-0.40868037939071655,-0.15779078006744385,-23.161847664241073,-27.686386951605545,-46.85373166845347,forearm_rotation,u05
0.07091410458087921,-0.4522414207458496,-0.15401184558868408,-6.533650530781124,-24.409523442569178,-36.56942362761148,forearm_rotation,u05
0.020848393440246586,-0.398038387298584,-0.2076997756958008,8.29895390290594,-18.075957327108053,-27.135412666733536,forearm_rotation,u05
0.15985248982906342,-0.3762236833572388,-0.2265429496765137,15.994778196437657,30.991641849474355,-41.950755504840686,forearm_rotation,u05
-0.05154027044773102,-0.5335986614227295,-0.24140214920043945,-0.8687458477990849,-0.21480281931092934,-1.6214562798314676,forearm_rotation,u05
-0.05218219757080078,-0.5863884091377258,-0.21139347553253174,-30.80964121375561,6.659653860589519,12.306501657840162,forearm_rotation,u05
-0.04966369271278381,-0.5415380001068115,-0.1834781169891357,-41.395181087562676,20.176254157265312,28.70219317553735,forearm_rotation,u05
-0.0035019367933273315,-0.5072816610336304,-0.19862735271453846,-42.10813330860154,33.86264015010293,46.301131798559005,forearm_rotation,u05
0.07803075015544891,-0.5598524808883667,-0.1803276538848877,-51.61914782218219,37.16997142547943,66.38655639269417,forearm_rotation,u05
0.1364804208278656,-0.5505667328834534,-0.16520404815673828,-75.18633306271767,32.229347259161536,86.3867436410822,forearm_rotation,u05
0.1613548994064331,-0.4389401078224182,-0.17153286933898926,-99.15156806770315,27.10305293799331,100.65708519474653,forearm_rotation,u05
0.1827787160873413,-0.31272220611572266,-0.1998891830444336,-127.79531189941811,19.04191341538252,107.94728760535965,forearm_rotation,u05
0.20546585321426392,-0.18610739707946766,-0.19057559967041016,-157.59202581397707,11.123650351150998,108.89906080582257,forearm_rotation,u05
0.2342437505722046,-0.07631343603134155,-0.18542921543121327,-176.6784020533091,5.907301266436622,102.56192250142556,forearm_rotation,u05
0.26078808307647705,0.060050368309021,-0.1890866756439209,-197.26255681535486,-2.418495279907468,90.06553816956443,forearm_rotation,u05
0.26776522397994995,0.20242798328399653,0.057879209518432624,-243.279399065185,-14.722689614468633,79.40637227159922,forearm_rotation,u05
0.26070940494537354,0.1738077998161316,0.13030672073364258,-271.88494164887214,-14.659163732545636,61.59256272747813,forearm_rotation,u05
0.2512568235397339,0.2781229019165039,0.22256553173065186,-281.5252072472115,-16.11671414859531,46.08105285821744,forearm_rotation,u05
0.21610212326049805,0.40326803922653204,0.2720308303833008,-288.4844869925375,-11.093907438636531,21.134784122364685,forearm_rotation,u05
0.14213833212852478,0.5022332668304443,0.2970236539840698,-273.93126632420797,6.212439967606942,-9.81191678991828,forearm_rotation,u05
0.09829670190811156,0.5310472249984741,0.2829456329345703,-239.74625149056413,33.16809187378267,-30.272276080804858,forearm_rotation,u05
0.12863260507583618,0.3826621770858765,0.2496856451034546,-213.45332899757332,51.911018880889756,-49.95796043867047,forearm_rotation,u05
0.21257323026657104,0.1567016839981079,0.1999231576919556,-200.13398200280656,55.99438941957395,-57.38028944368289,forearm_rotation,u05
0.2636091113090515,-0.0021213293075561523,0.10998696088790894,-164.56447416402287,53.636519325626324,-57.591683798494785,forearm_rotation,u05
0.21712863445281985,0.026392221450805664,0.01559460163116455,-101.78879972889345,57.70099414597167,-51.64900257904432,forearm_rotation,u05
0.20450598001480105,-0.02831035852432252,-0.04727613925933838,-37.60478468313703,48.50599199471999,-38.74001676470651,forearm_rotation,u05
0.18283647298812866,-0.19556230306625366,-0.08181381225585938,-12.35230832150885,38.95062564776385,-29.505116063418196,forearm_rotation,u05
0.06656315922737123,-0.31735652685165405,-0.05701583623886109,-36.08636532875149,42.26211992343947,-29.641207582630702,forearm_rotation,u05
0.0002049356698989868,-0.21773457527160645,-0.07715117931365968,-41.56911526987164,41.871043782132055,-24.42301306617995,forearm_rotation,u05
-0.001804843544960022,-0.06724625825881958,-0.061908602714538574,-23.3643030089767,33.4471494976073,-21.472680410794386,forearm_rotation,u05
-0.011835485696792604,-0.033293962478637695,-0.061344146728515625,-3.0547656074648266,26.798464067051178,-20.068388394797886,forearm_rotation,u05
-0.003671407699584961,-0.09882307052612303,-0.053409695625305176,6.4495341898314775,22.95186715858737,-15.926495087757747,forearm_rotation,u05
-0.002378001809120179,-0.1466047167778015,-0.04411768913269043,9.28686648804106,21.638112715133975,-12.255349517372286,forearm_rotation,u05
