ax,ay,az,gx,gy,gz,label,subject
0.15659749507904053,0.07479193806648254,0.026264429092407227,31.805431568324696,-7.459728559586472,-16.123122573584073,shoulder_abduction,u04
0.1877691149711609,0.11937519907951355,0.06425356864929199,27.19070304806479,-5.108426119412651,-4.765944212728933,shoulder_abduction,u04
0.18723320960998527,0.11666736006736755,0.09799563884735107,11.938782202173243,-3.2039126063889865,3.7343606787012202,shoulder_abduction,u04
0.15510845184326172,0.1979138553142548,0.10754513740539552,6.423612341270811,-3.5479325862964264,7.044376218421535,shoulder_abduction,u04
0.12002170085906982,0.21965399384498605,0.1273554563522339,5.577274636591246,-2.7360598027253333,5.851706087913656,shoulder_abduction,u04
0.08393216133117676,0.189055860042572,0.14752429723739624,-1.9774219404321431,-1.0243074615709453,5.6923889373153465,shoulder_abduction,u04
0.07815617322921753,0.17339029908180234,0.1588977575302124,-16.31829522911719,1.7230465925555334,7.4285291092315004,shoulder_abduction,u04
0.11985379457473755,0.2543242275714874,0.1707325577735901,-25.8571325182819,4.05328611671121,7.832597124113931,shoulder_abduction,u04
0.03347063064575195,0.13590028882026672,0.0787462592124939,-24.913234525931983,4.768792401612829,9.239187498766137,shoulder_abduction,u04
0.005563676357269287,0.11224201321601868,0.005387604236602783,-22.998688105347806,6.204008525963384,9.689308917901027,shoulder_abduction,u04
0.02968847751617432,0.08220824599266052,-0.006018757820129394,-25.28715152449704,6.727517766409119,10.665034738009552,shoulder_abduction,u04
0.03072220087051392,0.02985334396362305,-0.0339360237121582,-27.133549732637416,6.3057399247824915,12.068121225617544,shoulder_abduction,u04
0.008993685245513916,-0.01259121298789978,-0.06097102165222167,-24.765856119116034,6.030619478127556,14.539666157921678,shoulder_abduction,u04
-0.14720261096954346,-0.09551256895065308,-0.09416037797927856,-26.468830599969895,-14.706124698184059,24.106667732128933,shoulder_abduction,u04
-0.04825180768966675,-0.13739973306655884,-0.05444258451461792,-22.72285091571684,3.341531099767811,27.15528510212369,shoulder_abduction,u04
0.0324975848197937,-0.10357114672660828,-0.05000746250152588,-21.669422302289313,5.4751658698204935,36.10079410337315,shoulder_abduction,u04
